"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Atlantic provinces","","Median market income","Married couples with other relatives","Dollars","81","units ","0","v92045004","2.8.16","107700","B","","","0"
"2012","Atlantic provinces","","Median market income","Lone-parent families","Dollars","81","units ","0","v92045005","2.8.17","24100","D","","","0"
"2012","Atlantic provinces","","Median market income","Male lone-parent families","Dollars","81","units ","0","v92045006","2.8.18","50200","D","","","0"
"2012","Atlantic provinces","","Median market income","Female lone-parent families","Dollars","81","units ","0","v92045007","2.8.19","20700","D","","","0"
"2012","Atlantic provinces","","Median market income","Other non-elderly families","Dollars","81","units ","0","v92045008","2.8.23","49900","C","","","0"
"2012","Atlantic provinces","","Median market income","Unattached individuals","Dollars","81","units ","0","v92045009","2.8.24","18200","C","","","0"
"2012","Atlantic provinces","","Median market income","Elderly males","Dollars","81","units ","0","v92045010","2.8.25","","F","","","0"
"2012","Atlantic provinces","","Median market income","Elderly females","Dollars","81","units ","0","v92045011","2.8.28","6100","E","","","0"
"2012","Atlantic provinces","","Median market income","Non-elderly males","Dollars","81","units ","0","v92045012","2.8.31","25000","D","","","0"
"2012","Atlantic provinces","","Median market income","Non-elderly females","Dollars","81","units ","0","v92045013","2.8.34","23700","C","","","0"
"2012","Atlantic provinces","","Average government transfers","All family units","Dollars","81","units ","0","v92045014","2.2.1","10900","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92045015","2.2.2","12600","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Elderly families","Dollars","81","units ","0","v92045016","2.2.3","26000","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Elderly married couples","Dollars","81","units ","0","v92045017","2.2.4","25600","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Other elderly families","Dollars","81","units ","0","v92045018","2.2.5","27600","B","","","0"
"2012","Atlantic provinces","","Average government transfers","Non-elderly families","Dollars","81","units ","0","v92045019","2.2.6","9200","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Married couples","Dollars","81","units ","0","v92045020","2.2.7","7900","B","","","0"
"2012","Atlantic provinces","","Average government transfers","Two-parent families with children","Dollars","81","units ","0","v92045021","2.2.11","8600","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Married couples with other relatives","Dollars","81","units ","0","v92045022","2.2.16","10500","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Lone-parent families","Dollars","81","units ","0","v92045023","2.2.17","12100","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Male lone-parent families","Dollars","81","units ","0","v92045024","2.2.18","9200","E","","","0"
"2012","Atlantic provinces","","Average government transfers","Female lone-parent families","Dollars","81","units ","0","v92045025","2.2.19","12800","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Other non-elderly families","Dollars","81","units ","0","v92045026","2.2.23","11400","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Unattached individuals","Dollars","81","units ","0","v92045027","2.2.24","7700","B","","","0"
"2012","Atlantic provinces","","Average government transfers","Elderly males","Dollars","81","units ","0","v92045028","2.2.25","16400","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Elderly females","Dollars","81","units ","0","v92045029","2.2.28","16300","A","","","0"
"2012","Atlantic provinces","","Average government transfers","Non-elderly males","Dollars","81","units ","0","v92045030","2.2.31","4000","C","","","0"
"2012","Atlantic provinces","","Average government transfers","Non-elderly females","Dollars","81","units ","0","v92045031","2.2.34","3500","C","","","0"
"2012","Atlantic provinces","","Median government transfers","All family units","Dollars","81","units ","0","v92045032","2.9.1","8500","B","","","0"
"2012","Atlantic provinces","","Median government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92045033","2.9.2","9900","B","","","0"
"2012","Atlantic provinces","","Median government transfers","Elderly families","Dollars","81","units ","0","v92045034","2.9.3","26400","A","","","0"
"2012","Atlantic provinces","","Median government transfers","Elderly married couples","Dollars","81","units ","0","v92045035","2.9.4","26200","A","","","0"
"2012","Atlantic provinces","","Median government transfers","Other elderly families","Dollars","81","units ","0","v92045036","2.9.5","27600","B","","","0"
"2012","Atlantic provinces","","Median government transfers","Non-elderly families","Dollars","81","units ","0","v92045037","2.9.6","6200","C","","","0"
"2012","Atlantic provinces","","Median government transfers","Married couples","Dollars","81","units ","0","v92045038","2.9.7","4600","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Two-parent families with children","Dollars","81","units ","0","v92045039","2.9.11","4700","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Married couples with other relatives","Dollars","81","units ","0","v92045040","2.9.16","6000","E","","","0"
"2012","Atlantic provinces","","Median government transfers","Lone-parent families","Dollars","81","units ","0","v92045041","2.9.17","10100","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Male lone-parent families","Dollars","81","units ","0","v92045042","2.9.18","","F","","","0"
"2012","Atlantic provinces","","Median government transfers","Female lone-parent families","Dollars","81","units ","0","v92045043","2.9.19","11900","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Other non-elderly families","Dollars","81","units ","0","v92045044","2.9.23","8300","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Unattached individuals","Dollars","81","units ","0","v92045045","2.9.24","6100","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Elderly males","Dollars","81","units ","0","v92045046","2.9.25","17100","A","","","0"
"2012","Atlantic provinces","","Median government transfers","Elderly females","Dollars","81","units ","0","v92045047","2.9.28","16700","A","","","0"
"2012","Atlantic provinces","","Median government transfers","Non-elderly males","Dollars","81","units ","0","v92045048","2.9.31","500","D","","","0"
"2012","Atlantic provinces","","Median government transfers","Non-elderly females","Dollars","81","units ","0","v92045049","2.9.34","600","D","","","0"
"2012","Atlantic provinces","","Average total income","All family units","Dollars","81","units ","0","v92045050","2.3.1","66900","A","","","0"
"2012","Atlantic provinces","","Average total income","Economic families, two persons or more","Dollars","81","units ","0","v92045051","2.3.2","83700","A","","","0"
"2012","Atlantic provinces","","Average total income","Elderly families","Dollars","81","units ","0","v92045052","2.3.3","61500","B","","","0"
"2012","Atlantic provinces","","Average total income","Elderly married couples","Dollars","81","units ","0","v92045053","2.3.4","58500","B","","","0"
"2012","Atlantic provinces","","Average total income","Other elderly families","Dollars","81","units ","0","v92045054","2.3.5","72200","C","","","0"
"2012","Atlantic provinces","","Average total income","Non-elderly families","Dollars","81","units ","0","v92045055","2.3.6","89300","A","","","0"
"2012","Atlantic provinces","","Average total income","Married couples","Dollars","81","units ","0","v92045056","2.3.7","81100","A","","","0"
"2012","Atlantic provinces","","Average total income","Two-parent families with children","Dollars","81","units ","0","v92045057","2.3.11","102200","A","","","0"
"2012","Atlantic provinces","","Average total income","Married couples with other relatives","Dollars","81","units ","0","v92045058","2.3.16","126300","B","","","0"
"2012","Atlantic provinces","","Average total income","Lone-parent families","Dollars","81","units ","0","v92045059","2.3.17","42200","C","","","0"
"2012","Atlantic provinces","","Average total income","Male lone-parent families","Dollars","81","units ","0","v92045060","2.3.18","61400","D","","","0"
"2012","Atlantic provinces","","Average total income","Female lone-parent families","Dollars","81","units ","0","v92045061","2.3.19","37300","C","","","0"
"2012","Atlantic provinces","","Average total income","Other non-elderly families","Dollars","81","units ","0","v92045062","2.3.23","71000","C","","","0"
"2012","Atlantic provinces","","Average total income","Unattached individuals","Dollars","81","units ","0","v92045063","2.3.24","33600","B","","","0"
"2012","Atlantic provinces","","Average total income","Elderly males","Dollars","81","units ","0","v92045064","2.3.25","32500","C","","","0"
"2012","Atlantic provinces","","Average total income","Elderly females","Dollars","81","units ","0","v92045065","2.3.28","29100","B","","","0"
"2012","Atlantic provinces","","Average total income","Non-elderly males","Dollars","81","units ","0","v92045066","2.3.31","36500","C","","","0"
"2012","Atlantic provinces","","Average total income","Non-elderly females","Dollars","81","units ","0","v92045067","2.3.34","33700","C","","","0"
"2012","Atlantic provinces","","Median total income","All family units","Dollars","81","units ","0","v92045068","2.10.1","52500","A","","","0"
"2012","Atlantic provinces","","Median total income","Economic families, two persons or more","Dollars","81","units ","0","v92045069","2.10.2","70300","A","","","0"
"2012","Atlantic provinces","","Median total income","Elderly families","Dollars","81","units ","0","v92045070","2.10.3","47000","B","","","0"
"2012","Atlantic provinces","","Median total income","Elderly married couples","Dollars","81","units ","0","v92045071","2.10.4","46100","B","","","0"
"2012","Atlantic provinces","","Median total income","Other elderly families","Dollars","81","units ","0","v92045072","2.10.5","58100","D","","","0"
